       1281160	turkey
       6997340	bill
       3028850	begins
       1174510	sovereignty
        518114	constancy
       1543820	susan
       4360570	vision
       4224500	brothers
        700233	owl
       1742940	avoided
       9870510	meant
        561389	marshall
        547148	dose
       1300220	refusal
       3550610	chinese
        992082	canst
       2738030	swear
       3816590	ed
       1420000	fiercely
        618904	appealing
       2284160	estimate
        502607	editorial
       3113510	counsel
        668825	h
        967478	obstacle
        643667	audacity
        810517	industrious
        793745	tim
       1334560	refined
        470725	layers
        999598	groan
       3589610	render
       2157260	pound
        748808	icy
       3580750	lights
       1472850	georgia
        994772	crush
        723334	customers
        947858	arabic
       5476470	suffer
       2217070	wars
        822226	mac
      12947300	lips
        606800	index
       1051020	spectacles
       6555420	remembered
       4933910	sold
       1540180	gravity
        896592	alexandria
       1825220	respecting
